time,temperature,humidity
2021-10-13T00:21:45Z,19.2,53.8
2021-10-13T00:21:46Z,19.2,53.8
2021-10-13T00:21:47Z,19.2,53.8
2021-10-13T00:21:48Z,19.2,53.8
2021-10-13T00:21:49Z,19.2,53.8
2021-10-13T00:21:50Z,19.2,53.8
2021-10-13T00:21:51Z,19.2,53.8
2021-10-13T00:21:52Z,19.1,53.8
2021-10-13T00:21:53Z,19.1,53.8
2021-10-13T00:21:54Z,19.2,53.8
2021-10-13T00:21:55Z,19.2,53.8
2021-10-13T00:21:56Z,19.2,53.8
2021-10-13T00:21:57Z,19.2,53.8
2021-10-13T00:21:58Z,19.2,53.8
2021-10-13T00:21:59Z,19.2,53.8
2021-10-13T00:22:00Z,19.2,53.9
2021-10-13T00:22:01Z,19.2,53.833333333333336
2021-10-13T00:22:02Z,19.2,53.833333333333336
2021-10-13T00:22:03Z,19.2,53.833333333333336
2021-10-13T00:22:04Z,19.2,53.8
2021-10-13T00:22:05Z,19.2,53.8
2021-10-13T00:22:06Z,19.2,53.8
2021-10-13T00:22:07Z,19.2,53.8
2021-10-13T00:22:08Z,19.2,53.8
2021-10-13T00:22:09Z,19.2,53.8
2021-10-13T00:22:10Z,19.2,53.8
2021-10-13T00:22:11Z,19.2,53.8
2021-10-13T00:22:12Z,19.2,53.8
2021-10-13T00:22:13Z,19.2,53.8
2021-10-13T00:22:14Z,19.2,53.8
2021-10-13T00:22:15Z,19.2,53.8
2021-10-13T00:22:16Z,19.2,53.8
2021-10-13T00:22:17Z,19.0,53.7
2021-10-13T00:22:18Z,19.0,53.7
2021-10-13T00:22:19Z,19.2,53.8
2021-10-13T00:22:20Z,19.2,53.8
2021-10-13T00:22:21Z,19.2,53.8
2021-10-13T00:22:22Z,19.2,53.8
2021-10-13T00:22:23Z,19.2,53.8
2021-10-13T00:22:24Z,19.2,53.8
2021-10-13T00:22:25Z,19.2,53.8
2021-10-13T00:22:26Z,19.2,53.8
2021-10-13T00:22:27Z,19.1,53.8
2021-10-13T00:22:28Z,19.1,53.8
2021-10-13T00:22:29Z,19.3,53.9
2021-10-13T00:22:30Z,19.3,53.9
2021-10-13T00:22:31Z,19.2,53.8
